2 1 0 25 24.48 0 94.0918 9.62855 403.978 0.79843 1009.26 530.033 0.0562518 94.0918 9.62855 403.978 0.79843 1009.26 530.033 0.0562518 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
1 1 0 25.0034 24.48 0 94.0921 9.62902 403.984 0.798385 1009.3 530.034 0.0562945 94.0921 9.62902 403.984 0.798385 1009.3 530.034 0.0562945 4.77446e-286 0 4.15341e-72 0 1.63175e-32 0 0.367879 0 0.51872 0 0.998031 0 0.367879 0 
1 1 0 25.0067 24.48 0 94.0924 9.6295 403.991 0.79834 1009.34 530.036 0.0563372 94.0924 9.6295 403.991 0.79834 1009.34 530.036 0.0563372 4.77303e-286 0 4.06484e-72 0 1.63207e-32 0 0.367879 0 0.518731 0 0.998031 0 0.367879 0 
1 1 0 25.0134 24.48 0 94.093 9.63045 404.004 0.79825 1009.42 530.038 0.0564224 94.093 9.63045 404.004 0.79825 1009.42 530.038 0.0564224 4.77018e-286 0 3.89362e-72 0 1.63272e-32 0 0.367879 0 0.518753 0 0.998031 0 0.367879 0 
1 1 0 25.0267 24.48 0 94.0942 9.63235 404.03 0.798071 1009.58 530.042 0.0565927 94.0942 9.63235 404.03 0.798071 1009.58 530.042 0.0565927 4.76449e-286 0 3.57359e-72 0 1.63402e-32 0 0.367879 0 0.518797 0 0.998031 0 0.367879 0 
1 1 0 25.0531 24.48 0 94.0966 9.63615 404.083 0.797711 1009.89 530.051 0.056932 94.0966 9.63615 404.083 0.797711 1009.89 530.051 0.056932 4.75312e-286 0 3.01383e-72 0 1.63666e-32 0 0.367879 0 0.518886 0 0.998031 0 0.367879 0 
1 1 0 25.094 24.48 0 94.1004 9.64209 404.167 0.79715 1010.38 530.065 0.0574591 94.1004 9.64209 404.167 0.79715 1010.38 530.065 0.0574591 4.73537e-286 0 2.31658e-72 0 1.64086e-32 0 0.367879 0 0.519024 0 0.998031 0 0.367879 0 
1 1 0 25.1343 24.48 0 94.1042 9.64804 404.25 0.796589 1010.87 530.079 0.0579826 94.1042 9.64804 404.25 0.796589 1010.87 530.079 0.0579826 4.71765e-286 0 1.78706e-72 0 1.64515e-32 0 0.367879 0 0.519163 0 0.99803 0 0.367879 0 
1 1 0 25.174 24.48 0 94.108 9.65399 404.334 0.796029 1011.37 530.093 0.0585027 94.108 9.65399 404.334 0.796029 1011.37 530.093 0.0585027 4.69997e-286 0 1.38335e-72 0 1.64952e-32 0 0.367879 0 0.519302 0 0.99803 0 0.367879 0 
1 1 0 25.2133 24.48 0 94.1118 9.65993 404.418 0.795469 1011.86 530.107 0.0590194 94.1118 9.65993 404.418 0.795469 1011.86 530.107 0.0590194 4.68232e-286 0 1.0744e-72 0 1.65398e-32 0 0.367879 0 0.519441 0 0.99803 0 0.367879 0 
